,Unnamed: 0,Longitude,Latitude,Hour,Day,DoW,Month,isDay,Accident,District Name_Ciutat Vella,District Name_Eixample,District Name_Gràcia,District Name_Horta-Guinardó,District Name_Les Corts,District Name_Nou Barris,District Name_Sant Andreu,District Name_Sant Martí,District Name_Sants-Montjuïc,District Name_Sarrià-Sant Gervasi
8396,7592,2.1193150000000003,41.330128,12,29,4,9,1,1,0,0,0,0,0,0,0,0,1,0
8397,7593,2.130162,41.391824,13,29,4,9,1,1,0,0,0,0,1,0,0,0,0,0
8398,7594,2.160125,41.426493,13,29,4,9,1,1,0,0,0,1,0,0,0,0,0,0
8399,7595,2.184418,41.402013000000004,13,29,4,9,1,1,0,1,0,0,0,0,0,0,0,0
8400,7596,2.134982,41.347278,14,29,4,9,1,1,0,0,0,0,0,0,0,0,1,0
8401,7597,2.197996,41.389281,14,29,4,9,1,1,0,0,0,0,0,0,0,1,0,0
8402,7598,2.135484,41.355346999999995,15,29,4,9,1,1,0,0,0,0,0,0,0,0,1,0
8403,7599,2.114873,41.330753,15,29,4,9,1,1,0,0,0,0,0,0,0,0,1,0
8404,7600,2.169936,41.399124,15,29,4,9,1,1,0,1,0,0,0,0,0,0,0,0
8405,7601,2.093597,41.423738,15,29,4,9,1,1,0,0,0,0,0,0,0,0,0,1
8406,7602,2.186864,41.381949,15,29,4,9,1,1,1,0,0,0,0,0,0,0,0,0
8407,7603,2.201567,41.414188,15,29,4,9,1,1,0,0,0,0,0,0,0,1,0,0
8408,7604,2.1585,41.426183,16,29,4,9,1,1,0,0,0,1,0,0,0,0,0,0
8409,7605,2.198318,41.399874,16,29,4,9,1,1,0,0,0,0,0,0,0,1,0,0
8410,7606,2.1501490000000003,41.392875,16,29,4,9,1,1,0,1,0,0,0,0,0,0,0,0
8411,7607,2.153947,41.385622999999995,17,29,4,9,1,1,0,1,0,0,0,0,0,0,0,0
8412,7608,2.17985,41.445976,17,29,4,9,1,1,0,0,0,0,0,1,0,0,0,0
8413,7609,2.1780310000000003,41.408722999999995,17,29,4,9,1,1,0,1,0,0,0,0,0,0,0,0
8414,7610,2.108775,41.389846,17,29,4,9,1,1,0,0,0,0,1,0,0,0,0,0
8415,7611,2.151684,41.392459,18,29,4,9,1,1,0,1,0,0,0,0,0,0,0,0
8416,7612,2.152821,41.393315,18,29,4,9,1,1,0,1,0,0,0,0,0,0,0,0
8417,7613,2.148732,41.407925,19,29,4,9,1,1,0,0,1,0,0,0,0,0,0,0
8418,7614,2.158472,41.39074,19,29,4,9,1,1,0,1,0,0,0,0,0,0,0,0
8419,7615,2.196556,41.387084,19,29,4,9,1,1,1,0,0,0,0,0,0,0,0,0
8420,7616,2.1461639999999997,41.407146999999995,19,29,4,9,1,1,0,0,0,0,0,0,0,0,0,1
8421,7617,2.2175540000000002,41.412645,19,29,4,9,1,1,0,0,0,0,0,0,0,1,0,0
8422,7618,2.179592,41.446073999999996,20,29,4,9,0,1,0,0,0,0,0,1,0,0,0,0
8423,7619,2.173277,41.393182,1,30,5,9,0,1,0,1,0,0,0,0,0,0,0,0
8424,7620,2.126894,41.331732,6,30,5,9,1,1,0,0,0,0,0,0,0,0,1,0
8425,7621,2.188452,41.38321,9,30,5,9,1,1,1,0,0,0,0,0,0,0,0,0
8426,7622,2.1656560000000002,41.399454,11,30,5,9,1,1,0,1,0,0,0,0,0,0,0,0
8427,7623,2.145759,41.381586,11,30,5,9,1,1,0,1,0,0,0,0,0,0,0,0
8428,7624,2.1907259999999997,41.440756,13,30,5,9,1,1,0,0,0,0,0,0,1,0,0,0
8429,7625,2.181917,41.38658,15,30,5,9,1,1,1,0,0,0,0,0,0,0,0,0
8430,7626,2.188682,41.403765,15,30,5,9,1,1,0,0,0,0,0,0,0,1,0,0
8431,7627,2.186229,41.425540999999996,16,30,5,9,1,1,0,0,0,0,0,0,1,0,0,0
8432,7628,2.152588,41.374777,17,30,5,9,1,1,0,1,0,0,0,0,0,0,0,0
8433,7629,2.186927,41.422864000000004,17,30,5,9,1,1,0,0,0,0,0,0,1,0,0,0
8434,7630,2.169753,41.392429,17,30,5,9,1,1,0,1,0,0,0,0,0,0,0,0
8435,7631,2.126232,41.381294,17,30,5,9,1,1,0,0,0,0,1,0,0,0,0,0
8436,7632,2.18312,41.407414,18,30,5,9,1,1,0,0,0,0,0,0,0,1,0,0
8437,7633,2.1701330000000003,41.388356,18,30,5,9,1,1,0,1,0,0,0,0,0,0,0,0
8438,7634,2.176324,41.412546,19,30,5,9,1,1,0,0,0,0,0,0,0,1,0,0
8439,7635,2.192127,41.43525800000001,19,30,5,9,1,1,0,0,0,0,0,0,1,0,0,0
8440,7636,2.1418,41.356324,19,30,5,9,1,1,0,0,0,0,0,0,0,0,1,0
8441,7637,2.15141,41.371657,20,30,5,9,0,1,0,0,0,0,0,0,0,0,1,0
8442,7638,2.188548,41.448795000000004,21,30,5,9,0,1,0,0,0,0,0,1,0,0,0,0
8443,7639,2.1541669999999997,41.375,22,30,5,9,0,1,0,1,0,0,0,0,0,0,0,0
8444,7640,2.155072,41.388187,22,30,5,9,0,1,0,1,0,0,0,0,0,0,0,0
8445,7641,2.180976,41.445964000000004,3,1,6,10,0,1,0,0,0,0,0,1,0,0,0,0
8446,7642,2.174292,41.399253,7,1,6,10,1,1,0,1,0,0,0,0,0,0,0,0
8447,7643,2.1334020000000002,41.41490200000001,7,1,6,10,1,1,0,0,0,0,0,0,0,0,0,1
8448,7644,2.166252,41.380426,7,1,6,10,1,1,1,0,0,0,0,0,0,0,0,0
8449,7645,2.154359,41.409427,9,1,6,10,1,1,0,0,1,0,0,0,0,0,0,0
8450,7646,2.168632,41.406932,12,1,6,10,1,1,0,1,0,0,0,0,0,0,0,0
8451,7647,2.1425259999999997,41.415440000000004,13,1,6,10,1,1,0,0,1,0,0,0,0,0,0,0
8452,7648,2.207175,41.44220900000001,13,1,6,10,1,1,0,0,0,0,0,0,1,0,0,0
8453,7649,2.134014,41.380178,14,1,6,10,1,1,0,0,0,0,0,0,0,0,1,0
8454,7650,2.13531,41.405006,15,1,6,10,1,1,0,0,0,0,0,0,0,0,0,1
8455,7651,2.1777,41.398371999999995,16,1,6,10,1,1,0,1,0,0,0,0,0,0,0,0
8456,7652,2.145586,41.373499,16,1,6,10,1,1,0,0,0,0,0,0,0,0,1,0
8457,7653,2.149425,41.385628000000004,17,1,6,10,1,1,0,1,0,0,0,0,0,0,0,0
8458,7654,2.186871,41.394758,20,1,6,10,0,1,0,0,0,0,0,0,0,1,0,0
8459,7655,2.174461,41.416481,21,1,6,10,0,1,0,0,0,1,0,0,0,0,0,0
8460,7656,2.199434,41.400693,21,1,6,10,0,1,0,0,0,0,0,0,0,1,0,0
8461,7657,2.187887,41.414538,21,1,6,10,0,1,0,0,0,0,0,0,0,1,0,0
8462,7658,2.164888,41.386173,1,2,0,10,0,1,0,1,0,0,0,0,0,0,0,0
8463,7659,2.163105,41.385546999999995,1,2,0,10,0,1,0,1,0,0,0,0,0,0,0,0
8464,7660,2.2006490000000003,41.395343,1,2,0,10,0,1,0,0,0,0,0,0,0,1,0,0
8465,7661,2.18725,41.430262,2,2,0,10,0,1,0,0,0,0,0,0,1,0,0,0
8466,7662,2.135364,41.381564000000004,3,2,0,10,0,1,0,0,0,0,1,0,0,0,0,0
8467,7663,2.180549,41.378735999999996,8,2,0,10,1,1,1,0,0,0,0,0,0,0,0,0
8468,7664,2.1584630000000002,41.385637,8,2,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8469,7665,2.1409130000000003,41.368518,8,2,0,10,1,1,0,0,0,0,0,0,0,0,1,0
8470,7666,2.190014,41.446843,9,2,0,10,1,1,0,0,0,0,0,0,1,0,0,0
8471,7667,2.197063,41.411044,9,2,0,10,1,1,0,0,0,0,0,0,0,1,0,0
8472,7668,2.135191,41.386879,10,2,0,10,1,1,0,0,0,0,1,0,0,0,0,0
8473,7669,2.14681,41.401322,10,2,0,10,1,1,0,0,0,0,0,0,0,0,0,1
8474,7670,2.174254,41.431645,10,2,0,10,1,1,0,0,0,0,0,1,0,0,0,0
8475,7671,2.1339919999999997,41.400785,12,2,0,10,1,1,0,0,0,0,0,0,0,0,0,1
8476,7672,2.143549,41.394645000000004,12,2,0,10,1,1,0,0,0,0,0,0,0,0,0,1
8477,7673,2.159178,41.388084,12,2,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8478,7674,2.1539200000000003,41.380520000000004,13,2,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8479,7675,2.157334,41.384783,13,2,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8480,7676,2.189605,41.446954,14,2,0,10,1,1,0,0,0,0,0,0,1,0,0,0
8481,7677,2.1694869999999997,41.388439,14,2,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8482,7678,2.1377200000000003,41.377249,15,2,0,10,1,1,0,0,0,0,0,0,0,0,1,0
8483,7679,2.1243220000000003,41.388126,16,2,0,10,1,1,0,0,0,0,1,0,0,0,0,0
8484,7680,2.18125,41.404618,16,2,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8485,7681,2.133614,41.397195,17,2,0,10,1,1,0,0,0,0,0,0,0,0,0,1
8486,7682,2.1333130000000002,41.400403000000004,17,2,0,10,1,1,0,0,0,0,0,0,0,0,0,1
8487,7683,2.138764,41.379821,18,2,0,10,1,1,0,0,0,0,0,0,0,0,1,0
8488,7684,2.182802,41.415848,19,2,0,10,1,1,0,0,0,0,0,0,0,1,0,0
8489,7685,2.1744220000000003,41.394038,19,2,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8490,7686,2.182554,41.448890999999996,19,2,0,10,1,1,0,0,0,0,0,1,0,0,0,0
8491,7687,2.15509,41.391601,20,2,0,10,0,1,0,1,0,0,0,0,0,0,0,0
8492,7688,2.116253,41.37804600000001,20,2,0,10,0,1,0,0,0,0,1,0,0,0,0,0
8493,7689,2.169896,41.390642,22,2,0,10,0,1,0,1,0,0,0,0,0,0,0,0
8494,7690,2.135294,41.365972,22,2,0,10,0,1,0,0,0,0,1,0,0,0,0,0
8495,7691,2.130464,41.375494,23,2,0,10,0,1,0,0,0,0,0,0,0,0,1,0
8496,7692,2.207031,41.442432000000004,2,3,1,10,0,1,0,0,0,0,0,0,0,0,1,0
8497,7693,2.165877,41.409036,6,3,1,10,1,1,0,0,1,0,0,0,0,0,0,0
8498,7694,2.190521,41.446929,6,3,1,10,1,1,0,0,0,0,0,0,1,0,0,0
8499,7695,2.1697740000000003,41.395845,8,3,1,10,1,1,0,1,0,0,0,0,0,0,0,0
8500,7696,2.1309720000000003,41.389829999999996,8,3,1,10,1,1,0,0,0,0,1,0,0,0,0,0
8501,7697,2.1868540000000003,41.405403,9,3,1,10,1,1,0,0,0,0,0,0,0,1,0,0
8502,7698,2.161465,41.397016,9,3,1,10,1,1,0,1,0,0,0,0,0,0,0,0
8503,7699,2.135454,41.364129999999996,10,3,1,10,1,1,0,0,0,0,0,0,0,0,1,0
8504,7700,2.133154,41.398204,12,3,1,10,1,1,0,0,0,0,0,0,0,0,0,1
8505,7701,2.1584630000000002,41.385637,13,3,1,10,1,1,0,1,0,0,0,0,0,0,0,0
8506,7702,2.172039,41.400953,15,3,1,10,1,1,0,1,0,0,0,0,0,0,0,0
8507,7703,2.185898,41.428736,15,3,1,10,1,1,0,0,0,0,0,0,1,0,0,0
8508,7704,2.191548,41.396545,16,3,1,10,1,1,0,0,0,0,0,0,0,1,0,0
8509,7705,2.186557,41.409003999999996,16,3,1,10,1,1,0,0,0,0,0,0,0,1,0,0
8510,7706,2.161151,41.368772,16,3,1,10,1,1,0,0,0,0,0,0,0,0,1,0
8511,7707,2.1709330000000002,41.401796999999995,18,3,1,10,1,1,0,1,0,0,0,0,0,0,0,0
8512,7708,2.176807,41.445095,18,3,1,10,1,1,0,0,0,0,0,1,0,0,0,0
8513,7709,2.1461810000000003,41.390024,19,3,1,10,1,1,0,1,0,0,0,0,0,0,0,0
8514,7710,2.1232450000000003,41.374840999999996,20,3,1,10,0,1,0,0,0,0,0,0,0,0,1,0
8515,7711,2.18928,41.398194000000004,20,3,1,10,0,1,0,0,0,0,0,0,0,1,0,0
8516,7712,2.15848,41.389038,20,3,1,10,0,1,0,1,0,0,0,0,0,0,0,0
8517,7713,2.1959470000000003,41.388026,20,3,1,10,0,1,1,0,0,0,0,0,0,0,0,0
8518,7714,2.170988,41.391484999999996,20,3,1,10,0,1,0,1,0,0,0,0,0,0,0,0
8519,7715,2.206738,41.394574,20,3,1,10,0,1,0,0,0,0,0,0,0,1,0,0
8520,7716,2.178941,41.42235,21,3,1,10,0,1,0,0,0,1,0,0,0,0,0,0
8521,7717,2.181336,41.380848,21,3,1,10,0,1,1,0,0,0,0,0,0,0,0,0
8522,7718,2.1469869999999998,41.411749,23,3,1,10,0,1,0,0,1,0,0,0,0,0,0,0
8523,7719,2.137125,41.390772,0,4,2,10,0,1,0,0,0,0,1,0,0,0,0,0
8524,7720,2.172148,41.407862,7,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8525,7721,2.167721,41.412215,7,4,2,10,1,1,0,0,0,1,0,0,0,0,0,0
8526,7722,2.1811990000000003,41.399111,7,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8527,7723,2.137642,41.386288,7,4,2,10,1,1,0,0,0,0,1,0,0,0,0,0
8528,7724,2.204805,41.430279,8,4,2,10,1,1,0,0,0,0,0,0,1,0,0,0
8529,7725,2.1933130000000003,41.412296999999995,8,4,2,10,1,1,0,0,0,0,0,0,0,1,0,0
8530,7726,2.153041,41.376084999999996,9,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8531,7727,2.161465,41.396291,9,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8532,7728,2.161989,41.420794,9,4,2,10,1,1,0,0,0,1,0,0,0,0,0,0
8533,7729,2.161782,41.396531,11,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8534,7730,2.135552,41.409794,12,4,2,10,1,1,0,0,0,0,0,0,0,0,0,1
8535,7731,2.176439,41.395129,12,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8536,7732,2.191377,41.445741999999996,13,4,2,10,1,1,0,0,0,0,0,0,1,0,0,0
8537,7733,2.1391299999999998,41.412919,13,4,2,10,1,1,0,0,0,0,0,0,0,0,0,1
8538,7734,2.204611,41.393827,14,4,2,10,1,1,0,0,0,0,0,0,0,1,0,0
8539,7735,2.1562069999999998,41.389041999999996,15,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8540,7736,2.201302,41.395866,16,4,2,10,1,1,0,0,0,0,0,0,0,1,0,0
8541,7737,2.1720669999999997,41.434967,16,4,2,10,1,1,0,0,0,0,0,1,0,0,0,0
8542,7738,2.160946,41.380328999999996,16,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8543,7739,2.138872,41.422964,17,4,2,10,1,1,0,0,0,1,0,0,0,0,0,0
8544,7740,2.175349,41.442541999999996,17,4,2,10,1,1,0,0,0,0,0,1,0,0,0,0
8545,7741,2.134081,41.406051,17,4,2,10,1,1,0,0,0,0,0,0,0,0,0,1
8546,7742,2.127349,41.375678,18,4,2,10,1,1,0,0,0,0,0,0,0,0,1,0
8547,7743,2.156936,41.375192,18,4,2,10,1,1,0,0,0,0,0,0,0,0,1,0
8548,7744,2.1937029999999997,41.430046000000004,18,4,2,10,1,1,0,0,0,0,0,0,1,0,0,0
8549,7745,2.176366,41.385397999999995,18,4,2,10,1,1,1,0,0,0,0,0,0,0,0,0
8550,7746,2.1328169999999997,41.323437,18,4,2,10,1,1,0,0,0,0,0,0,0,0,1,0
8551,7747,2.119105,41.382811,18,4,2,10,1,1,0,0,0,0,1,0,0,0,0,0
8552,7748,2.14941,41.380523,18,4,2,10,1,1,0,1,0,0,0,0,0,0,0,0
8553,7749,2.185621,41.442541999999996,19,4,2,10,1,1,0,0,0,0,0,1,0,0,0,0
8554,7750,2.1887849999999998,41.41917,19,4,2,10,1,1,0,0,0,0,0,0,1,0,0,0
8555,7751,2.142224,41.393626,20,4,2,10,0,1,0,0,0,0,0,0,0,0,0,1
8556,7752,2.138722,41.375446000000004,20,4,2,10,0,1,0,0,0,0,0,0,0,0,1,0
8557,7753,2.171078,41.407049,20,4,2,10,0,1,0,1,0,0,0,0,0,0,0,0
8558,7754,2.173914,41.404755,21,4,2,10,0,1,0,1,0,0,0,0,0,0,0,0
8559,7755,2.186818,41.443914,21,4,2,10,0,1,0,0,0,0,0,1,0,0,0,0
8560,7756,2.1494299999999997,41.39076,22,4,2,10,0,1,0,1,0,0,0,0,0,0,0,0
8561,7757,2.1833709999999997,41.406048,22,4,2,10,0,1,0,1,0,0,0,0,0,0,0,0
8562,7758,2.1378,41.408383,22,4,2,10,0,1,0,0,0,0,0,0,0,0,0,1
8563,7759,2.123049,41.323166,6,5,3,10,1,1,0,0,0,0,0,0,0,0,1,0
8564,7760,2.199257,41.421357,6,5,3,10,1,1,0,0,0,0,0,0,0,1,0,0
8565,7761,2.151232,41.385436999999996,8,5,3,10,1,1,0,1,0,0,0,0,0,0,0,0
8566,7762,2.180727,41.418574,8,5,3,10,1,1,0,0,0,0,0,0,1,0,0,0
8567,7763,2.1680669999999997,41.384840000000004,9,5,3,10,1,1,1,0,0,0,0,0,0,0,0,0
8568,7764,2.1171900000000003,41.397877,9,5,3,10,1,1,0,0,0,0,0,0,0,0,0,1
8569,7765,2.176679,41.395745,10,5,3,10,1,1,0,1,0,0,0,0,0,0,0,0
8570,7766,2.118572,41.389187,10,5,3,10,1,1,0,0,0,0,1,0,0,0,0,0
8571,7767,2.181917,41.38658,11,5,3,10,1,1,1,0,0,0,0,0,0,0,0,0
8572,7768,2.217209,41.407971,11,5,3,10,1,1,0,0,0,0,0,0,0,1,0,0
8573,7769,2.205163,41.444756,12,5,3,10,1,1,0,0,0,0,0,0,1,0,0,0
8574,7770,2.1638029999999997,41.393035999999995,12,5,3,10,1,1,0,1,0,0,0,0,0,0,0,0
8575,7771,2.1615439999999997,41.439925,13,5,3,10,1,1,0,0,0,0,0,1,0,0,0,0
8576,7772,2.169978,41.431446,14,5,3,10,1,1,0,0,0,0,0,1,0,0,0,0
8577,7773,2.185058,41.447665,14,5,3,10,1,1,0,0,0,0,0,1,0,0,0,0
8578,7774,2.1541650000000003,41.376925,14,5,3,10,1,1,0,1,0,0,0,0,0,0,0,0
8579,7775,2.1433400000000002,41.3542,14,5,3,10,1,1,0,0,0,0,0,0,0,0,1,0
8580,7776,2.13215,41.406033,14,5,3,10,1,1,0,0,0,0,0,0,0,0,0,1
8581,7777,2.109505,41.393432000000004,15,5,3,10,1,1,0,0,0,0,1,0,0,0,0,0
8582,7778,2.1403529999999997,41.383942,15,5,3,10,1,1,0,0,0,0,1,0,0,0,0,0
8583,7779,2.166491,41.412153,16,5,3,10,1,1,0,0,0,1,0,0,0,0,0,0
8584,7780,2.180206,41.417347,16,5,3,10,1,1,0,0,0,1,0,0,0,0,0,0
8585,7781,2.164637,41.42773,16,5,3,10,1,1,0,0,0,1,0,0,0,0,0,0
8586,7782,2.20108,41.396182,17,5,3,10,1,1,0,0,0,0,0,0,0,1,0,0
8587,7783,2.206013,41.443445000000004,17,5,3,10,1,1,0,0,0,0,0,0,1,0,0,0
8588,7784,2.1684229999999998,41.387644,17,5,3,10,1,1,0,1,0,0,0,0,0,0,0,0
8589,7785,2.1460369999999998,41.405558,18,5,3,10,1,1,0,0,0,0,0,0,0,0,0,1
8590,7786,2.128101,41.382378,22,5,3,10,0,1,0,0,0,0,1,0,0,0,0,0
8591,7787,2.163105,41.385546999999995,22,5,3,10,0,1,0,1,0,0,0,0,0,0,0,0
8592,7788,2.121214,41.336838,23,5,3,10,0,1,0,0,0,0,0,0,0,0,1,0
8593,7789,2.1701259999999998,41.399676,0,6,4,10,0,1,0,1,0,0,0,0,0,0,0,0
8594,7790,2.177378,41.375299,6,6,4,10,1,1,1,0,0,0,0,0,0,0,0,0
8595,7791,2.1681209999999997,41.361562,7,6,4,10,1,1,0,0,0,0,0,0,0,0,1,0
8596,7792,2.181685,41.381741,8,6,4,10,1,1,1,0,0,0,0,0,0,0,0,0
8597,7793,2.210737,41.416063,10,6,4,10,1,1,0,0,0,0,0,0,0,1,0,0
8598,7794,2.161244,41.413562,10,6,4,10,1,1,0,0,0,1,0,0,0,0,0,0
8599,7795,2.1385959999999997,41.402174,10,6,4,10,1,1,0,0,0,0,0,0,0,0,0,1
8600,7796,2.1710220000000002,41.408714,12,6,4,10,1,1,0,0,0,1,0,0,0,0,0,0
8601,7797,2.167049,41.390415999999995,12,6,4,10,1,1,0,1,0,0,0,0,0,0,0,0
8602,7798,2.1724669999999997,41.438654,13,6,4,10,1,1,0,0,0,0,0,1,0,0,0,0
8603,7799,2.171625,41.366096,13,6,4,10,1,1,0,0,0,0,0,0,0,0,1,0
8604,7800,2.172699,41.414513,13,6,4,10,1,1,0,0,0,1,0,0,0,0,0,0
8605,7801,2.198487,41.391179,14,6,4,10,1,1,0,0,0,0,0,0,0,1,0,0
8606,7802,2.184822,41.407388,14,6,4,10,1,1,0,0,0,0,0,0,0,1,0,0
8607,7803,2.163656,41.397335,14,6,4,10,1,1,0,1,0,0,0,0,0,0,0,0
8608,7804,2.11495,41.385664,14,6,4,10,1,1,0,0,0,0,1,0,0,0,0,0
8609,7805,2.178314,41.410784,14,6,4,10,1,1,0,0,0,0,0,0,0,1,0,0
8610,7806,2.159591,41.386483,14,6,4,10,1,1,0,1,0,0,0,0,0,0,0,0
8611,7807,2.199434,41.400693,16,6,4,10,1,1,0,0,0,0,0,0,0,1,0,0
8612,7808,2.139765,41.344311,16,6,4,10,1,1,0,0,0,0,0,0,0,0,1,0
8613,7809,2.140737,41.355187,16,6,4,10,1,1,0,0,0,0,0,0,0,0,1,0
8614,7810,2.149425,41.385628000000004,17,6,4,10,1,1,0,1,0,0,0,0,0,0,0,0
8615,7811,2.178855,41.407742999999996,17,6,4,10,1,1,0,1,0,0,0,0,0,0,0,0
8616,7812,2.1505490000000003,41.386480999999996,17,6,4,10,1,1,0,1,0,0,0,0,0,0,0,0
8617,7813,2.1383349999999997,41.394704,17,6,4,10,1,1,0,0,0,0,0,0,0,0,0,1
8618,7814,2.180158,41.408811,18,6,4,10,1,1,0,0,0,0,0,0,0,1,0,0
8619,7815,2.143383,41.384627,18,6,4,10,1,1,0,1,0,0,0,0,0,0,0,0
8620,7816,2.192552,41.407639,20,6,4,10,0,1,0,0,0,0,0,0,0,1,0,0
8621,7817,2.158369,41.425562,21,6,4,10,0,1,0,0,0,1,0,0,0,0,0,0
8622,7818,2.148698,41.381203,21,6,4,10,0,1,0,1,0,0,0,0,0,0,0,0
8623,7819,2.182219,41.405190999999995,22,6,4,10,0,1,0,1,0,0,0,0,0,0,0,0
8624,7820,2.127037,41.394933,23,6,4,10,0,1,0,0,0,0,0,0,0,0,0,1
8625,7821,2.204222,41.407219,0,7,5,10,0,1,0,0,0,0,0,0,0,1,0,0
8626,7822,2.1551720000000003,41.379907,0,7,5,10,0,1,0,1,0,0,0,0,0,0,0,0
8627,7823,2.134984,41.347799,4,7,5,10,0,1,0,0,0,0,0,0,0,0,1,0
8628,7824,2.166369,41.394987,5,7,5,10,0,1,0,1,0,0,0,0,0,0,0,0
8629,7825,2.181123,41.407749,6,7,5,10,1,1,0,0,0,0,0,0,0,1,0,0
8630,7826,2.155078,41.386480999999996,9,7,5,10,1,1,0,1,0,0,0,0,0,0,0,0
8631,7827,2.1798509999999998,41.413802000000004,12,7,5,10,1,1,0,0,0,0,0,0,0,1,0,0
8632,7828,2.1912220000000002,41.421349,14,7,5,10,1,1,0,0,0,0,0,0,1,0,0,0
8633,7829,2.16483,41.397857,14,7,5,10,1,1,0,1,0,0,0,0,0,0,0,0
8634,7830,2.160389,41.39621500000001,14,7,5,10,1,1,0,1,0,0,0,0,0,0,0,0
8635,7831,2.181685,41.381741,15,7,5,10,1,1,1,0,0,0,0,0,0,0,0,0
8636,7832,2.1120650000000003,41.38445,17,7,5,10,1,1,0,0,0,0,1,0,0,0,0,0
8637,7833,2.127941,41.403541,18,7,5,10,1,1,0,0,0,0,0,0,0,0,0,1
8638,7834,2.148161,41.397240999999994,19,7,5,10,1,1,0,0,0,0,0,0,0,0,0,1
8639,7835,2.19959,41.41209600000001,19,7,5,10,1,1,0,0,0,0,0,0,0,1,0,0
8640,7836,2.204611,41.393827,20,7,5,10,0,1,0,0,0,0,0,0,0,1,0,0
8641,7837,2.171625,41.366096,20,7,5,10,0,1,0,0,0,0,0,0,0,0,1,0
8642,7838,2.134984,41.347799,21,7,5,10,0,1,0,0,0,0,0,0,0,0,1,0
8643,7839,2.193542,41.413696,22,7,5,10,0,1,0,0,0,0,0,0,0,1,0,0
8644,7840,2.16483,41.397857,22,7,5,10,0,1,0,1,0,0,0,0,0,0,0,0
8645,7841,2.143472,41.412445,2,8,6,10,0,1,0,0,1,0,0,0,0,0,0,0
8646,7842,2.161238,41.398419,5,8,6,10,0,1,0,0,1,0,0,0,0,0,0,0
8647,7843,2.206482,41.443236,5,8,6,10,0,1,0,0,0,0,0,0,0,0,1,0
8648,7844,2.13662,41.376358,7,8,6,10,1,1,0,0,0,0,0,0,0,0,1,0
8649,7845,2.1777330000000004,41.4121,9,8,6,10,1,1,0,0,0,0,0,0,0,1,0,0
8650,7846,2.1187840000000002,41.38077,11,8,6,10,1,1,0,0,0,0,1,0,0,0,0,0
8651,7847,2.1276669999999998,41.398259,13,8,6,10,1,1,0,0,0,0,0,0,0,0,0,1
8652,7848,2.19113,41.437669,14,8,6,10,1,1,0,0,0,0,0,0,1,0,0,0
8653,7849,2.131806,41.368275,14,8,6,10,1,1,0,0,0,0,0,0,0,0,1,0
8654,7850,2.158632,41.38767100000001,15,8,6,10,1,1,0,1,0,0,0,0,0,0,0,0
8655,7851,2.107636,41.390569,17,8,6,10,1,1,0,0,0,0,1,0,0,0,0,0
8656,7852,2.1608,41.397636999999996,18,8,6,10,1,1,0,0,1,0,0,0,0,0,0,0
8657,7853,2.1939490000000004,41.41697,18,8,6,10,1,1,0,0,0,0,0,0,0,1,0,0
8658,7854,2.131776,41.38065200000001,18,8,6,10,1,1,0,0,0,0,0,0,0,0,1,0
8659,7855,2.168866,41.427231,18,8,6,10,1,1,0,0,0,0,0,1,0,0,0,0
8660,7856,2.1400959999999998,41.383646,20,8,6,10,0,1,0,0,0,0,1,0,0,0,0,0
8661,7857,2.189948,41.396001,22,8,6,10,0,1,0,0,0,0,0,0,0,1,0,0
8662,7858,2.153781,41.423028,22,8,6,10,0,1,0,0,0,1,0,0,0,0,0,0
8663,7859,2.129084,41.379363,4,9,0,10,0,1,0,0,0,0,0,0,0,0,1,0
8664,7860,2.167777,41.394551,8,9,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8665,7861,2.159989,41.38692800000001,8,9,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8666,7862,2.12573,41.388489,8,9,0,10,1,1,0,0,0,0,1,0,0,0,0,0
8667,7863,2.18174,41.439262,9,9,0,10,1,1,0,0,0,0,0,1,0,0,0,0
8668,7864,2.1326080000000003,41.389624,9,9,0,10,1,1,0,0,0,0,1,0,0,0,0,0
8669,7865,2.1697740000000003,41.395845,11,9,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8670,7866,2.157427,41.381284,11,9,0,10,1,1,0,1,0,0,0,0,0,0,0,0
8671,7867,2.179971,41.379020000000004,12,9,0,10,1,1,1,0,0,0,0,0,0,0,0,0
8672,7868,2.202379,41.407029,12,9,0,10,1,1,0,0,0,0,0,0,0,1,0,0
8673,7869,2.1584630000000002,41.385637,12,9,0,10,1,1,0,1,0,0,0,0,0,0,0,0
