,Unnamed: 0,Longitude,Latitude,Hour,Day,DoW,Month,isDay,Accident,District Name_Ciutat Vella,District Name_Eixample,District Name_Gràcia,District Name_Horta-Guinardó,District Name_Les Corts,District Name_Nou Barris,District Name_Sant Andreu,District Name_Sant Martí,District Name_Sants-Montjuïc,District Name_Sarrià-Sant Gervasi
4482,3678,2.182474,41.400420000000004,17,8,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4483,3679,2.1402200000000002,41.375207,17,8,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4484,3680,2.124189,41.39959,17,8,0,5,1,1,0,0,0,0,0,0,0,0,0,1
4485,3681,2.128211,41.388399,17,8,0,5,1,1,0,0,0,0,1,0,0,0,0,0
4486,3682,2.1841150000000003,41.391669,18,8,0,5,1,1,0,0,0,0,0,0,0,1,0,0
4487,3683,2.183461,41.430191,18,8,0,5,1,1,0,0,0,0,0,0,1,0,0,0
4488,3684,2.142258,41.355709999999995,18,8,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4489,3685,2.1615439999999997,41.356507,19,8,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4490,3686,2.204805,41.430279,19,8,0,5,1,1,0,0,0,0,0,0,1,0,0,0
4491,3687,2.1737439999999997,41.369304,19,8,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4492,3688,2.163448,41.391077,21,8,0,5,0,1,0,1,0,0,0,0,0,0,0,0
4493,3689,2.199734,41.442816,21,8,0,5,0,1,0,0,0,0,0,0,1,0,0,0
4494,3690,2.178907,41.383833,21,8,0,5,0,1,1,0,0,0,0,0,0,0,0,0
4495,3691,2.180078,41.398284999999994,23,8,0,5,0,1,0,1,0,0,0,0,0,0,0,0
4496,3692,2.145043,41.359377,0,9,1,5,0,1,0,0,0,0,0,0,0,0,1,0
4497,3693,2.169107,41.39037800000001,1,9,1,5,0,1,0,1,0,0,0,0,0,0,0,0
4498,3694,2.183352,41.40041400000001,4,9,1,5,0,1,0,1,0,0,0,0,0,0,0,0
4499,3695,2.173866,41.372802,5,9,1,5,0,1,0,0,0,0,0,0,0,0,1,0
4500,3696,2.169762,41.39414,7,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4501,3697,2.1403529999999997,41.383942,8,9,1,5,1,1,0,0,0,0,1,0,0,0,0,0
4502,3698,2.13956,41.346439000000004,8,9,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4503,3699,2.126656,41.341714,8,9,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4504,3700,2.1452970000000002,41.39012,8,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4505,3701,2.1683470000000002,41.39898,8,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4506,3702,2.17955,41.461933,9,9,1,5,1,1,0,0,0,0,0,1,0,0,0,0
4507,3703,2.178531,41.405687,9,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4508,3704,2.13713,41.397075,9,9,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4509,3705,2.177977,41.446024,10,9,1,5,1,1,0,0,0,0,0,1,0,0,0,0
4510,3706,2.153538,41.405405,10,9,1,5,1,1,0,0,1,0,0,0,0,0,0,0
4511,3707,2.17244,41.389101000000004,12,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4512,3708,2.152803,41.391612,12,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4513,3709,2.1618180000000002,41.42942,12,9,1,5,1,1,0,0,0,1,0,0,0,0,0,0
4514,3710,2.173073,41.388434000000004,12,9,1,5,1,1,1,0,0,0,0,0,0,0,0,0
4515,3711,2.155159,41.379583000000004,12,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4516,3712,2.158561,41.382137,12,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4517,3713,2.161571,41.368666999999995,13,9,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4518,3714,2.1344279999999998,41.395425,14,9,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4519,3715,2.143128,41.389765000000004,14,9,1,5,1,1,0,0,0,0,1,0,0,0,0,0
4520,3716,2.1386439999999998,41.407378,14,9,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4521,3717,2.154328,41.400826,14,9,1,5,1,1,0,0,1,0,0,0,0,0,0,0
4522,3718,2.174311,41.402644,15,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4523,3719,2.157335,41.38818,15,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4524,3720,2.1263400000000003,41.373364,15,9,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4525,3721,2.1767090000000002,41.37322800000001,16,9,1,5,1,1,1,0,0,0,0,0,0,0,0,0
4526,3722,2.1638029999999997,41.393035999999995,16,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4527,3723,2.117184,41.418613,17,9,1,5,1,1,0,0,0,1,0,0,0,0,0,0
4528,3724,2.159765,41.402594,17,9,1,5,1,1,0,0,1,0,0,0,0,0,0,0
4529,3725,2.1409130000000003,41.368518,17,9,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4530,3726,2.161864,41.386483,17,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4531,3727,2.198342,41.410089,17,9,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4532,3728,2.192425,41.414552,18,9,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4533,3729,2.1482810000000003,41.37967800000001,18,9,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4534,3730,2.220684,41.413521,18,9,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4535,3731,2.159327,41.367759,18,9,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4536,3732,2.129784,41.412797,19,9,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4537,3733,2.0956930000000003,41.425090999999995,20,9,1,5,0,1,0,0,0,0,0,0,0,0,0,1
4538,3734,2.167024,41.388486,20,9,1,5,0,1,0,1,0,0,0,0,0,0,0,0
4539,3735,2.173365,41.433252,21,9,1,5,0,1,0,0,0,0,0,1,0,0,0,0
4540,3736,2.1946529999999997,41.435309000000004,21,9,1,5,0,1,0,0,0,0,0,0,1,0,0,0
4541,3737,2.1830700000000003,41.4302,22,9,1,5,0,1,0,0,0,0,0,1,0,0,0,0
4542,3738,2.151529,41.384027,22,9,1,5,0,1,0,1,0,0,0,0,0,0,0,0
4543,3739,2.175857,41.434839000000004,22,9,1,5,0,1,0,0,0,0,0,1,0,0,0,0
4544,3740,2.18578,41.42525,22,9,1,5,0,1,0,0,0,0,0,0,1,0,0,0
4545,3741,2.151691,41.360274,22,9,1,5,0,1,0,0,0,0,0,0,0,0,1,0
4546,3742,2.194805,41.387167,2,10,2,5,0,1,1,0,0,0,0,0,0,0,0,0
4547,3743,2.187032,41.447547,6,10,2,5,1,1,0,0,0,0,0,1,0,0,0,0
4548,3744,2.147624,41.374226,8,10,2,5,1,1,0,0,0,0,0,0,0,0,1,0
4549,3745,2.131821,41.377371999999994,8,10,2,5,1,1,0,0,0,0,0,0,0,0,1,0
4550,3746,2.1731700000000003,41.400095,9,10,2,5,1,1,0,1,0,0,0,0,0,0,0,0
4551,3747,2.169753,41.392429,10,10,2,5,1,1,0,1,0,0,0,0,0,0,0,0
4552,3748,2.144012,41.428075,11,10,2,5,1,1,0,0,0,1,0,0,0,0,0,0
4553,3749,2.205118,41.444824,11,10,2,5,1,1,0,0,0,0,0,0,1,0,0,0
4554,3750,2.153111,41.423607000000004,12,10,2,5,1,1,0,0,0,1,0,0,0,0,0,0
4555,3751,2.1547110000000003,41.395317,13,10,2,5,1,1,0,1,0,0,0,0,0,0,0,0
4556,3752,2.1114759999999997,41.401893,13,10,2,5,1,1,0,0,0,0,0,0,0,0,0,1
4557,3753,2.139929,41.375423,13,10,2,5,1,1,0,0,0,0,0,0,0,0,1,0
4558,3754,2.1443529999999997,41.380924,14,10,2,5,1,1,0,1,0,0,0,0,0,0,0,0
4559,3755,2.188439,41.394175,14,10,2,5,1,1,0,0,0,0,0,0,0,1,0,0
4560,3756,2.191268,41.417078000000004,14,10,2,5,1,1,0,0,0,0,0,0,1,0,0,0
4561,3757,2.19508,41.386285,16,10,2,5,1,1,1,0,0,0,0,0,0,0,0,0
4562,3758,2.168621,41.393285,16,10,2,5,1,1,0,1,0,0,0,0,0,0,0,0
4563,3759,2.155059,41.384771,17,10,2,5,1,1,0,1,0,0,0,0,0,0,0,0
4564,3760,2.16483,41.397857,17,10,2,5,1,1,0,1,0,0,0,0,0,0,0,0
4565,3761,2.187019,41.382208,18,10,2,5,1,1,1,0,0,0,0,0,0,0,0,0
4566,3762,2.136469,41.396326,20,10,2,5,0,1,0,0,0,0,0,0,0,0,0,1
4567,3763,2.133258,41.406678,20,10,2,5,0,1,0,0,0,0,0,0,0,0,0,1
4568,3764,2.153937,41.387338,21,10,2,5,0,1,0,1,0,0,0,0,0,0,0,0
4569,3765,2.156225,41.390736,21,10,2,5,0,1,0,1,0,0,0,0,0,0,0,0
4570,3766,2.118417,41.386521,0,11,3,5,0,1,0,0,0,0,1,0,0,0,0,0
4571,3767,2.192185,41.392363,8,11,3,5,1,1,0,0,0,0,0,0,0,1,0,0
4572,3768,2.1709099999999997,41.394996,8,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0
4573,3769,2.152175,41.382472,8,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0
4574,3770,2.178945,41.402738,8,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0
4575,3771,2.149741,41.395497999999996,9,11,3,5,1,1,0,0,0,0,0,0,0,0,0,1
4576,3772,2.1777189999999997,41.410323,9,11,3,5,1,1,0,0,0,0,0,0,0,1,0,0
4577,3773,2.14141,41.381094,9,11,3,5,1,1,0,0,0,0,0,0,0,0,1,0
4578,3774,2.142043,41.381549,10,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0
4579,3775,2.197178,41.397295,11,11,3,5,1,1,0,0,0,0,0,0,0,1,0,0
4580,3776,2.184705,41.423926,11,11,3,5,1,1,0,0,0,0,0,0,1,0,0,0
4581,3777,2.21453,41.404462,12,11,3,5,1,1,0,0,0,0,0,0,0,1,0,0
4582,3778,2.1932810000000003,41.447326000000004,12,11,3,5,1,1,0,0,0,0,0,0,1,0,0,0
4583,3779,2.166412,41.386746,12,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0
4584,3780,2.132916,41.368935,12,11,3,5,1,1,0,0,0,0,0,0,0,0,1,0
4585,3781,2.146066,41.400515999999996,13,11,3,5,1,1,0,0,0,0,0,0,0,0,0,1
4586,3782,2.144678,41.414146,13,11,3,5,1,1,0,0,1,0,0,0,0,0,0,0
4587,3783,2.162089,41.382894,13,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0
4588,3784,2.185762,41.381103,14,11,3,5,1,1,1,0,0,0,0,0,0,0,0,0
4589,3785,2.136531,41.363638,15,11,3,5,1,1,0,0,0,0,0,0,0,0,1,0
4590,3786,2.213061,41.416011,15,11,3,5,1,1,0,0,0,0,0,0,0,1,0,0
4591,3787,2.161086,41.378884,17,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0
4592,3788,2.198807,41.4453,17,11,3,5,1,1,0,0,0,0,0,0,1,0,0,0
4593,3789,2.18111,41.406037,17,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0
4594,3790,2.135364,41.397778,18,11,3,5,1,1,0,0,0,0,0,0,0,0,0,1
4595,3791,2.174522,41.436172,18,11,3,5,1,1,0,0,0,0,0,1,0,0,0,0
4596,3792,2.1359939999999997,41.415194,19,11,3,5,1,1,0,0,1,0,0,0,0,0,0,0
4597,3793,2.175424,41.376236999999996,19,11,3,5,1,1,1,0,0,0,0,0,0,0,0,0
4598,3794,2.136493,41.414757,19,11,3,5,1,1,0,0,0,0,0,0,0,0,0,1
4599,3795,2.17044,41.391785999999996,20,11,3,5,0,1,0,1,0,0,0,0,0,0,0,0
4600,3796,2.1402919999999996,41.393419,20,11,3,5,0,1,0,0,0,0,0,0,0,0,0,1
4601,3797,2.147183,41.410139,20,11,3,5,0,1,0,0,1,0,0,0,0,0,0,0
4602,3798,2.1478189999999997,41.418217999999996,21,11,3,5,0,1,0,0,1,0,0,0,0,0,0,0
4603,3799,2.137273,41.3953,21,11,3,5,0,1,0,0,0,0,0,0,0,0,0,1
4604,3800,2.181132,41.380552,21,11,3,5,0,1,1,0,0,0,0,0,0,0,0,0
4605,3801,2.140721,41.40442,22,11,3,5,0,1,0,0,0,0,0,0,0,0,0,1
4606,3802,2.201634,41.414446999999996,22,11,3,5,0,1,0,0,0,0,0,0,0,1,0,0
4607,3803,2.161465,41.397016,22,11,3,5,0,1,0,1,0,0,0,0,0,0,0,0
4608,3804,2.209648,41.416875,0,12,4,5,0,1,0,0,0,0,0,0,0,1,0,0
4609,3805,2.187771,41.407154,1,12,4,5,0,1,0,0,0,0,0,0,0,1,0,0
4610,3806,2.116278,41.332829,4,12,4,5,0,1,0,0,0,0,0,0,0,0,1,0
4611,3807,2.110293,41.377492,8,12,4,5,1,1,0,0,0,0,1,0,0,0,0,0
4612,3808,2.1539490000000003,41.390746,8,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4613,3809,2.1539509999999997,41.394166999999996,9,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4614,3810,2.1426279999999998,41.385659000000004,9,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4615,3811,2.155348,41.395891,11,12,4,5,1,1,0,0,0,0,0,0,0,0,0,1
4616,3812,2.1675020000000003,41.400966,11,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4617,3813,2.140925,41.387037,11,12,4,5,1,1,0,0,0,0,1,0,0,0,0,0
4618,3814,2.205325,41.443898,11,12,4,5,1,1,0,0,0,0,0,0,1,0,0,0
4619,3815,2.167624,41.388222,11,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4620,3816,2.209333,41.403729,12,12,4,5,1,1,0,0,0,0,0,0,0,1,0,0
4621,3817,2.1961779999999997,41.387797,12,12,4,5,1,1,0,0,0,0,0,0,0,1,0,0
4622,3818,2.165353,41.387244,12,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4623,3819,2.1375990000000002,41.41575,12,12,4,5,1,1,0,0,1,0,0,0,0,0,0,0
4624,3820,2.162083,41.381192999999996,13,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4625,3821,2.128211,41.388399,14,12,4,5,1,1,0,0,0,0,1,0,0,0,0,0
4626,3822,2.169261,41.380756,14,12,4,5,1,1,1,0,0,0,0,0,0,0,0,0
4627,3823,2.172104,41.409544,14,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4628,3824,2.186597,41.388181,14,12,4,5,1,1,1,0,0,0,0,0,0,0,0,0
4629,3825,2.167106,41.434664,15,12,4,5,1,1,0,0,0,0,0,1,0,0,0,0
4630,3826,2.16788,41.386973,15,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4631,3827,2.108197,41.389371000000004,15,12,4,5,1,1,0,0,0,0,1,0,0,0,0,0
4632,3828,2.174305,41.439954,16,12,4,5,1,1,0,0,0,0,0,1,0,0,0,0
4633,3829,2.123939,41.387025,16,12,4,5,1,1,0,0,0,0,1,0,0,0,0,0
4634,3830,2.1663759999999996,41.393276,16,12,4,5,1,1,0,1,0,0,0,0,0,0,0,0
4635,3831,2.136396,41.345159,17,12,4,5,1,1,0,0,0,0,0,0,0,0,1,0
4636,3832,2.163147,41.404817,18,12,4,5,1,1,0,0,1,0,0,0,0,0,0,0
4637,3833,2.155714,41.395567,18,12,4,5,1,1,0,0,1,0,0,0,0,0,0,0
4638,3834,2.1433720000000003,41.392863,18,12,4,5,1,1,0,0,0,0,1,0,0,0,0,0
4639,3835,2.1430439999999997,41.420716999999996,19,12,4,5,1,1,0,0,1,0,0,0,0,0,0,0
4640,3836,2.177161,41.429842,19,12,4,5,1,1,0,0,0,0,0,1,0,0,0,0
4641,3837,2.177675,41.38623,19,12,4,5,1,1,1,0,0,0,0,0,0,0,0,0
4642,3838,2.172903,41.39800200000001,21,12,4,5,0,1,0,1,0,0,0,0,0,0,0,0
4643,3839,2.173742,41.421243,21,12,4,5,0,1,0,0,0,1,0,0,0,0,0,0
4644,3840,2.176807,41.39392700000001,22,12,4,5,0,1,0,1,0,0,0,0,0,0,0,0
4645,3841,2.1784630000000003,41.384166,22,12,4,5,0,1,1,0,0,0,0,0,0,0,0,0
4646,3842,2.162649,41.405875,0,13,5,5,0,1,0,0,1,0,0,0,0,0,0,0
4647,3843,2.15366,41.401374,0,13,5,5,0,1,0,0,1,0,0,0,0,0,0,0
4648,3844,2.1443,41.395922,2,13,5,5,0,1,0,0,0,0,0,0,0,0,0,1
4649,3845,2.173171,41.396685999999995,2,13,5,5,0,1,0,1,0,0,0,0,0,0,0,0
4650,3846,2.13414,41.39934,3,13,5,5,0,1,0,0,0,0,0,0,0,0,0,1
4651,3847,2.177241,41.395831,9,13,5,5,1,1,0,1,0,0,0,0,0,0,0,0
4652,3848,2.148755,41.409938000000004,11,13,5,5,1,1,0,0,1,0,0,0,0,0,0,0
4653,3849,2.205805,41.41738400000001,11,13,5,5,1,1,0,0,0,0,0,0,0,1,0,0
4654,3850,2.1435470000000003,41.411355,11,13,5,5,1,1,0,0,0,0,0,0,0,0,0,1
4655,3851,2.185657,41.40606500000001,12,13,5,5,1,1,0,0,0,0,0,0,0,1,0,0
4656,3852,2.156094,41.424912,12,13,5,5,1,1,0,0,0,1,0,0,0,0,0,0
4657,3853,2.1619,41.437337,13,13,5,5,1,1,0,0,0,1,0,0,0,0,0,0
4658,3854,2.157427,41.381284,13,13,5,5,1,1,0,1,0,0,0,0,0,0,0,0
4659,3855,2.1775029999999997,41.430503,13,13,5,5,1,1,0,0,0,0,0,1,0,0,0,0
4660,3856,2.11538,41.402238,13,13,5,5,1,1,0,0,0,0,0,0,0,0,0,1
4661,3857,2.155159,41.379583000000004,15,13,5,5,1,1,0,1,0,0,0,0,0,0,0,0
4662,3858,2.167024,41.388486,16,13,5,5,1,1,0,1,0,0,0,0,0,0,0,0
4663,3859,2.188342,41.381596,17,13,5,5,1,1,1,0,0,0,0,0,0,0,0,0
4664,3860,2.192597,41.3905,18,13,5,5,1,1,0,0,0,0,0,0,0,1,0,0
4665,3861,2.1550990000000003,41.432974,18,13,5,5,1,1,0,0,0,1,0,0,0,0,0,0
4666,3862,2.187557,41.391081,20,13,5,5,0,1,0,0,0,0,0,0,0,1,0,0
4667,3863,2.131399,41.416276,21,13,5,5,0,1,0,0,0,0,0,0,0,0,0,1
4668,3864,2.130502,41.41312,21,13,5,5,0,1,0,0,0,0,0,0,0,0,0,1
4669,3865,2.14796,41.39199,22,13,5,5,0,1,0,1,0,0,0,0,0,0,0,0
4670,3866,2.2039619999999998,41.407568,22,13,5,5,0,1,0,0,0,0,0,0,0,1,0,0
4671,3867,2.1608,41.397636999999996,22,13,5,5,0,1,0,0,1,0,0,0,0,0,0,0
4672,3868,2.1509669999999996,41.362586,0,14,6,5,0,1,0,0,0,0,0,0,0,0,1,0
4673,3869,2.200096,41.389776,0,14,6,5,0,1,0,0,0,0,0,0,0,1,0,0
4674,3870,2.1734080000000002,41.389688,0,14,6,5,0,1,0,1,0,0,0,0,0,0,0,0
4675,3871,2.1744220000000003,41.394038,1,14,6,5,0,1,0,1,0,0,0,0,0,0,0,0
4676,3872,2.208398,41.419569,4,14,6,5,0,1,0,0,0,0,0,0,0,1,0,0
4677,3873,2.146712,41.413578,4,14,6,5,0,1,0,0,1,0,0,0,0,0,0,0
4678,3874,2.189016,41.381757,9,14,6,5,1,1,1,0,0,0,0,0,0,0,0,0
4679,3875,2.16272,41.436989000000004,9,14,6,5,1,1,0,0,0,1,0,0,0,0,0,0
4680,3876,2.155842,41.375192,11,14,6,5,1,1,0,1,0,0,0,0,0,0,0,0
4681,3877,2.150545,41.383078999999995,13,14,6,5,1,1,0,1,0,0,0,0,0,0,0,0
4682,3878,2.20173,41.427479999999996,16,14,6,5,1,1,0,0,0,0,0,0,0,1,0,0
4683,3879,2.191696,41.378910999999995,17,14,6,5,1,1,1,0,0,0,0,0,0,0,0,0
4684,3880,2.145498,41.42975300000001,18,14,6,5,1,1,0,0,0,1,0,0,0,0,0,0
4685,3881,2.160933,41.37497800000001,18,14,6,5,1,1,0,1,0,0,0,0,0,0,0,0
4686,3882,2.155842,41.394602,19,14,6,5,1,1,0,1,0,0,0,0,0,0,0,0
4687,3883,2.158465,41.38733,20,14,6,5,0,1,0,1,0,0,0,0,0,0,0,0
4688,3884,2.164884,41.39216500000001,21,14,6,5,0,1,0,1,0,0,0,0,0,0,0,0
4689,3885,2.139941,41.41243,21,14,6,5,0,1,0,0,1,0,0,0,0,0,0,0
4690,3886,2.1522759999999996,41.402918,21,14,6,5,0,1,0,0,1,0,0,0,0,0,0,0
4691,3887,2.145046,41.431153,22,14,6,5,0,1,0,0,0,1,0,0,0,0,0,0
4692,3888,2.143796,41.371390999999996,5,15,0,5,0,1,0,0,0,0,0,0,0,0,1,0
4693,3889,2.1940779999999998,41.386705,6,15,0,5,1,1,1,0,0,0,0,0,0,0,0,0
4694,3890,2.131267,41.373340999999996,6,15,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4695,3891,2.134562,41.364549,7,15,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4696,3892,2.1534459999999997,41.387102,7,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4697,3893,2.1681209999999997,41.361562,8,15,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4698,3894,2.1394,41.368043,8,15,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4699,3895,2.132916,41.368935,8,15,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4700,3896,2.183779,41.42234600000001,8,15,0,5,1,1,0,0,0,0,0,0,1,0,0,0
4701,3897,2.157427,41.381284,9,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4702,3898,2.160154,41.3852,9,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4703,3899,2.162425,41.387057,9,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4704,3900,2.1758029999999997,41.440067,10,15,0,5,1,1,0,0,0,0,0,1,0,0,0,0
4705,3901,2.201634,41.414446999999996,11,15,0,5,1,1,0,0,0,0,0,0,0,1,0,0
4706,3902,2.166644,41.391177,11,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4707,3903,2.172915,41.433809000000004,12,15,0,5,1,1,0,0,0,0,0,1,0,0,0,0
4708,3904,2.1724360000000003,41.39369,13,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4709,3905,2.176552,41.399240999999996,13,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4710,3906,2.1375990000000002,41.41575,15,15,0,5,1,1,0,0,1,0,0,0,0,0,0,0
4711,3907,2.15908,41.382842,15,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4712,3908,2.2058259999999996,41.443488,16,15,0,5,1,1,0,0,0,0,0,0,1,0,0,0
4713,3909,2.16034,41.383790999999995,16,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4714,3910,2.134155,41.344516999999996,16,15,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4715,3911,2.208334,41.399316999999996,16,15,0,5,1,1,0,0,0,0,0,0,0,1,0,0
4716,3912,2.1697439999999997,41.398839,16,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4717,3913,2.15178,41.377044,16,15,0,5,1,1,0,1,0,0,0,0,0,0,0,0
4718,3914,2.132853,41.397779,16,15,0,5,1,1,0,0,0,0,0,0,0,0,0,1
4719,3915,2.2018,41.392004,17,15,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4720,3916,2.1408970000000003,41.390919,18,15,0,5,1,1,0,0,0,0,1,0,0,0,0,0
4721,3917,2.115942,41.385424,18,15,0,5,1,1,0,0,0,0,1,0,0,0,0,0
4722,3918,2.1673560000000003,41.360884999999996,19,15,0,5,1,1,0,0,0,0,0,0,0,0,1,0
4723,3919,2.123942,41.379635,19,15,0,5,1,1,0,0,0,0,1,0,0,0,0,0
4724,3920,2.181968,41.425404,19,15,0,5,1,1,0,0,0,0,0,0,1,0,0,0
4725,3921,2.169228,41.402271,20,15,0,5,0,1,0,0,1,0,0,0,0,0,0,0
4726,3922,2.16531,41.392694,20,15,0,5,0,1,0,1,0,0,0,0,0,0,0,0
4727,3923,2.20623,41.397296000000004,20,15,0,5,0,1,0,0,0,0,0,0,0,1,0,0
4728,3924,2.135549,41.369758000000004,20,15,0,5,0,1,0,0,0,0,0,0,0,0,1,0
4729,3925,2.203262,41.415467,23,15,0,5,0,1,0,0,0,0,0,0,0,1,0,0
4730,3926,2.1750689999999997,41.439281,7,16,1,5,1,1,0,0,0,0,0,1,0,0,0,0
4731,3927,2.146772,41.405755,8,16,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4732,3928,2.1274759999999997,41.404381,8,16,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4733,3929,2.14957,41.401843,9,16,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4734,3930,2.203186,41.420652000000004,9,16,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4735,3931,2.116526,41.391799,9,16,1,5,1,1,0,0,0,0,1,0,0,0,0,0
4736,3932,2.127198,41.404298,11,16,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4737,3933,2.1858049999999998,41.393971,12,16,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4738,3934,2.12771,41.375671000000004,12,16,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4739,3935,2.1777330000000004,41.4121,12,16,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4740,3936,2.146028,41.383069,13,16,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4741,3937,2.175453,41.412032,13,16,1,5,1,1,0,0,0,1,0,0,0,0,0,0
4742,3938,2.134649,41.364176,13,16,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4743,3939,2.186425,41.409909999999996,13,16,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4744,3940,2.172773,41.401378,14,16,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4745,3941,2.170238,41.423584999999996,14,16,1,5,1,1,0,0,0,1,0,0,0,0,0,0
4746,3942,2.1495189999999997,41.375343,15,16,1,5,1,1,0,0,0,0,0,0,0,0,1,0
4747,3943,2.15077,41.408077,15,16,1,5,1,1,0,0,1,0,0,0,0,0,0,0
4748,3944,2.148299,41.39967100000001,16,16,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4749,3945,2.169896,41.390642,16,16,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4750,3946,2.131365,41.395571000000004,16,16,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4751,3947,2.1946529999999997,41.435309000000004,16,16,1,5,1,1,0,0,0,0,0,0,1,0,0,0
4752,3948,2.15509,41.391601,17,16,1,5,1,1,0,1,0,0,0,0,0,0,0,0
4753,3949,2.135364,41.397778,17,16,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4754,3950,2.1833709999999997,41.406048,17,16,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4755,3951,2.189091,41.393131,18,16,1,5,1,1,0,0,0,0,0,0,0,1,0,0
4756,3952,2.131426,41.414127,18,16,1,5,1,1,0,0,0,0,0,0,0,0,0,1
4757,3953,2.187032,41.447547,22,16,1,5,0,1,0,0,0,0,0,1,0,0,0,0
4758,3954,2.171718,41.383015,5,17,2,5,0,1,1,0,0,0,0,0,0,0,0,0
4759,3955,2.195364,41.386727,6,17,2,5,1,1,1,0,0,0,0,0,0,0,0,0
